321	Suzanna
321	Jannice
320	Junis
320	Zorica
319	Yusuf
319	Sibel
319	Souad
318	Mee
318	Mirella
318	Mirna
318	Niina
318	Elva
318	Johansdotter
316	Essie
316	Shahla
315	Lottie
315	Hannelore
314	Abdirahman
314	Blanca
314	Noelle
313	Maia
313	Martine
313	Oliwia
313	Rauha
313	Rauni
313	Rebeca
313	Elizabet
312	Eva Lena
312	Jennica
312	Stefansdotter
311	Abed
311	Ann-Lis
311	Diane
311	Franziska
311	Ingabritt
311	Isadora
310	Anki
310	Chatrin
310	Janeth
310	Margrete
310	Radmila
309	Marilyn
309	Aylin
309	Camila
309	Kadhim
308	Anna-Brita
308	Asma
308	Corinne
308	Eva-Lis
308	Karoliina
308	Raquel
308	Rolfsdotter
307	Ulla-Maj
307	Adnan
307	Dominique
306	Edita
306	Gretel
306	Myra
306	Samar
305	Outi
305	Ruby
305	Athena
305	Bernhardina
305	Fariba
305	Helmy
304	Liane
303	Leontine
303	Suad
303	Wieslawa
302	Marie-Ann
302	Parisa
302	Amie
302	Hamdi
301	Davida
301	Larissa
301	Maila
300	Parvin
300	Karima
300	Laine
299	Hawa
299	Inga Britt
299	Jolin
299	Mary-Anne
299	Patrycja
299	Zina
298	Akram
298	Aziz
298	Cynthia
298	Harriette
298	Jannika
298	Kaur
298	Päivikki
297	Khalil
296	Dominika
296	Salome
296	Stensdotter
295	Saeed
295	Silja
295	Solvieg
295	Annemarie
295	Bertilsdotter
295	Ingert
295	Lahja
294	Ahlam
293	Adelia
293	Anne Marie
293	Berna
293	Georgia
293	Åkesdotter
292	Agnete
292	Hayat
292	Ninna
292	Shirley
292	Sissel
292	Sylva
291	Mimmie
291	Zsuzsanna
291	Annmarie
291	Huong
290	Ami
290	Hodan
290	Karita
290	Masoumeh
290	Novalie
290	Rosina
289	Gun-Mari
288	Els-Mari
288	Kamal
287	Anne-Britt
287	Stéphanie
286	Towa
286	Annalena
286	Karim
285	Elionor
285	Sami
284	Meeri
284	Syrene
283	Vendla
283	Ayla
283	Enisa
282	Anna-Maj
282	Bushra
282	Ling
281	Lill-Britt
281	Mickaela
281	Nelli
278	Håkansdotter
278	Janni
277	Armi
277	Olena
277	Soraya
277	Zehra
276	Ann-Chatrine
276	Dilan
276	Fannie
276	Fatime
276	Marinette
276	Meta
276	Nimo
276	Sun
275	Le
275	Suada
275	Juana
274	Cristine
274	Elvina
274	Hani
274	Ximena
273	Millie
273	Aicha
273	Esra
